lat,lon
-22.415865098530674,-46.96720531304915
-22.41422107601096,-46.96708123955143
-22.412546196795596,-46.966386833972756
-22.411328699853616,-46.965194104360144
-22.409950388552627,-46.965069861692164
-22.40676063060468,-46.96644296235817
-22.405338705811843,-46.96757152248361
-22.404138368295108,-46.96849035029507
-22.40212547145946,-46.97010828605012
-22.40134061841718,-46.970807394137054
-22.400906638975787,-46.971007139292
