lat,lon
-21.411135,-45.957961
-21.411287,-45.958123
-21.411375,-45.958268
-21.411082,-45.958621
-21.411187,-45.958765
-21.411393,-45.959056
-21.411488,-45.959215
-21.411577,-45.959370
-21.411722,-45.959557
-21.411819,-45.959720
-21.411940,-45.959883
-21.411904,-45.960146
