lat,lon
-23.231797,-45.901367
-23.231778,-45.901264
-23.231758,-45.901179
-23.231742,-45.900950
-23.231776,-45.900891
-23.231753,-45.900715
-23.231760,-45.900601
-23.231765,-45.900472
-23.231765,-45.900418
-23.231763,-45.900352
-23.231764,-45.900125
-23.231863,-45.900020
