lat,lon
-23.231778,-45.901301
-23.231760,-45.901236
-23.231749,-45.901168
-23.231738,-45.901064
-23.231770,-45.900953
-23.231776,-45.900806
-23.231777,-45.900759
-23.231766,-45.900603
-23.231757,-45.900439
-23.231764,-45.900389
-23.231773,-45.900159
-23.231773,-45.900015
