lat,lon
-23.231796,-45.901357
-23.231778,-45.901263
-23.231758,-45.901144
-23.231739,-45.901047
-23.231770,-45.900932
-23.231775,-45.900852
-23.231778,-45.900726
-23.231762,-45.900635
-23.231754,-45.900462
-23.231765,-45.900334
-23.231776,-45.900125
-23.231774,-45.900030
