lat,lon
-22.418785,-46.968167
-22.419080,-46.965655
-22.419497,-46.962909
-22.420097,-46.959571
-22.419689,-46.956923
-22.418737,-46.955262
-22.415881,-46.954107
-22.413874,-46.952688
-22.409369,-46.950911
-22.405897,-46.950883
-22.404517,-46.950532
-22.405284,-46.947217
