lat,lon
-22.419087,-46.965993
-22.419428,-46.964435
-22.419606,-46.962906
-22.419930,-46.960475
-22.419725,-46.958233
-22.419886,-46.955568
-22.419377,-46.955346
-22.418401,-46.955263
-22.416209,-46.954304
-22.414412,-46.952875
-22.411803,-46.950699
-22.409168,-46.950888
-22.405720,-46.950942
-22.403946,-46.950580
-22.403259,-46.950218
-22.402958,-46.949113
