lat,lon
-21.418283,-45.974740
-21.417934,-45.974998
-21.417813,-45.975236
-21.417482,-45.975572
-21.417118,-45.975932
-21.416839,-45.976223
-21.416447,-45.976667
-21.416079,-45.977084
-21.415804,-45.977426
-21.416303,-45.977463
-21.416477,-45.977834
-21.416588,-45.978107
