lat,lon
-21.399515,-45.942288
-21.399619,-45.942541
-21.399715,-45.942758
-21.399845,-45.942973
-21.399927,-45.943149
-21.400128,-45.943494
-21.400300,-45.943781
-21.400506,-45.944277
-21.400853,-45.944869
-21.400500,-45.945180
-21.400096,-45.945467
-21.399787,-45.945662
-21.399532,-45.945756
-21.399212,-45.946020
