lat,lon
-23.192828,-45.902203
-23.192772,-45.901218
-23.192748,-45.899957
-23.192732,-45.898514
-23.192748,-45.897426
-23.192788,-45.896268
-23.192756,-45.895335
-23.192764,-45.894402
-23.192716,-45.893478
-23.192303,-45.892873
-23.192105,-45.892441
-23.192117,-45.891520
-23.191831,-45.890812
-23.191338,-45.890328
