lat,lon
-23.192961,-45.881176
-23.193323,-45.881463
-23.193834,-45.881920
-23.194286,-45.881830
-23.194731,-45.881794
-23.195209,-45.881750
-23.195661,-45.881696
-23.196254,-45.881391
-23.196361,-45.880738
-23.196411,-45.880003
-23.196131,-45.879358
-23.196098,-45.878498
