lat,lon
-23.170543,-45.843315
-23.170410,-45.842850
-23.170231,-45.842269
-23.170073,-45.841784
-23.169854,-45.841090
-23.169732,-45.840668
-23.169578,-45.840195
-23.169553,-45.840051
-23.169369,-45.839524
-23.169215,-45.839063
-23.169057,-45.838645
-23.168727,-45.838548
