lat,lon
-23.191020,-45.871398
-23.191355,-45.871055
-23.191710,-45.870164
-23.191493,-45.869638
-23.190891,-45.868405
-23.191345,-45.867503
-23.191858,-45.867192
-23.191463,-45.866130
-23.191601,-45.865283
-23.191335,-45.864725
-23.190891,-45.864285
-23.190250,-45.864725
-23.189974,-45.864242
